transaction_id,amount,fee_rate
1,6394.63,0.0022
2,2751.02,0.0119
3,7364.98,0.0342
4,8921.9,0.0053
5,4219.8,0.0025
6,2187.16,0.0258
7,266.33,0.0107
8,6499.19,0.0277
9,2205.19,0.0299
10,8094.5,0.0013
11,8058.39,0.0352
12,3403.16,0.0086
13,9572.17,0.0175
14,928.37,0.0057
15,8475.1,0.0306
16,8071.48,0.0368
17,5362.74,0.0487
18,3785.97,0.028
19,8294.22,0.0313
20,8617.21,0.0293
21,7046.01,0.0032
22,2279.75,0.0152
23,798.84,0.0124
24,1010.91,0.0146
25,6357.21,0.0189
26,3702.44,0.0113
27,2670.51,0.0469
28,6480.71,0.0308
29,1712.22,0.0367
30,1634.86,0.0196
31,9895.24,0.0324
32,5569.94,0.0345
33,8428.68,0.039
34,2291.25,0.0026
35,3155.22,0.0141
36,2110.62,0.0472
37,8763.8,0.0164
38,6554.73,0.0204
39,9145.56,0.0235
40,2649.54,0.0131
41,5614.12,0.0139
42,5846.28,0.045
43,3994.61,0.0117
44,9975.38,0.026
45,910.0,0.0033
46,1097.38,0.0317
47,7921.0,0.0217
48,636.21,0.0197
49,9961.22,0.0269
50,9710.81,0.0432
51,115.8,0.0363
52,6817.42,0.0273
53,2668.99,0.0324
54,1116.41,0.0223
55,4537.78,0.0477
56,8758.65,0.0139
57,5006.36,0.0098
58,9126.37,0.0437
59,2985.15,0.0323
60,6090.09,0.0085
61,7625.35,0.0274
62,7786.49,0.027
63,6.72,0.0169
64,195.75,0.0465
65,8787.34,0.0418
66,3075.83,0.0038
67,8780.22,0.0474
68,857.45,0.0248
69,693.06,0.0383
70,7658.58,0.0073
71,4753.35,0.0279
72,2651.3,0.0437
73,4231.96,0.0114
74,5393.42,0.0368
75,2012.31,0.0163
76,9951.5,0.0328
77,4381.56,0.0264
78,1210.92,0.012
79,3381.52,0.0298
80,2301.92,0.0118
81,710.86,0.0319
82,2290.19,0.0454
83,8596.49,0.0045
84,2380.81,0.0338
85,2143.15,0.0075
86,9355.21,0.029
87,4727.24,0.0394
88,8075.16,0.0103
89,970.21,0.0221
90,4236.36,0.0239
91,7291.03,0.034
92,9841.67,0.0058
93,4026.81,0.0176
94,8616.86,0.0132
95,1902.9,0.023
96,4219.39,0.0146
97,2498.81,0.0462
98,4431.86,0.0432
99,5503.7,0.0035
100,9992.83,0.042
101,9689.99,0.0464
102,8487.11,0.0091
103,4856.93,0.0115
104,4011.0,0.0039
105,3790.35,0.0493
106,2652.77,0.0394
107,4550.63,0.0217
108,9573.22,0.0498
109,5558.13,0.0362
110,1548.81,0.0155
111,9687.12,0.0294
112,5422.41,0.0377
113,572.6,0.0296
114,5029.0,0.0428
115,1575.17,0.0481
116,802.03,0.0101
117,5950.76,0.0341
118,2352.8,0.0069
119,8902.98,0.0131
120,5945.6,0.0313
121,4192.83,0.0296
122,5228.3,0.0468
123,2043.39,0.0361
124,2387.62,0.0204
125,6717.23,0.0157
126,3162.46,0.0378
127,726.36,0.0235
128,9984.55,0.0498
129,733.53,0.0114
130,2652.74,0.0467
131,8808.76,0.0441
132,3695.9,0.0087
133,8337.62,0.0355
134,6117.17,0.0494
135,6540.11,0.0014
136,8171.22,0.0157
137,6634.22,0.047
138,1343.78,0.0067
139,1071.25,0.0281
140,2724.21,0.0306
141,7176.4,0.011
142,6342.75,0.0139
143,4885.83,0.0454
144,8461.19,0.0055
145,4236.33,0.0146
146,36.45,0.0388
147,6371.5,0.0138
148,7412.57,0.028
149,4277.44,0.0015
150,753.36,0.0443
151,9039.38,0.0277
152,8346.12,0.0295
153,1481.79,0.0072
154,3083.28,0.0451
155,7961.43,0.0432
156,8989.35,0.0113
157,2496.05,0.006
158,7801.38,0.0443
159,4064.37,0.0314
160,1546.38,0.0466
161,8646.19,0.0488
162,8107.91,0.0442
163,248.84,0.0371
164,3322.52,0.0466
165,8022.55,0.0433
166,8107.68,0.0141
167,7873.96,0.0063
168,8721.8,0.0431
169,2225.11,0.041
170,4603.57,0.016
171,7953.66,0.0122
172,237.62,0.0105
173,3283.29,0.0434
174,9668.92,0.0147
175,6415.18,0.0206
176,9811.52,0.0273
177,9392.43,0.0067
178,9704.04,0.0097
179,9625.38,0.014
180,1084.92,0.0223
181,7285.72,0.0164
182,6062.48,0.0261
183,3852.57,0.0293
184,2547.97,0.0357
185,17.91,0.0464
186,5384.98,0.0363
187,7419.76,0.0339
188,3642.85,0.0044
189,6642.71,0.0172
190,3139.84,0.0426
191,7197.82,0.0157
192,3093.54,0.021
193,4024.6,0.0155
194,1273.75,0.0216
195,9403.7,0.0342
196,9028.15,0.0312
197,3010.2,0.0278
198,5.06,0.0151
199,4299.45,0.0294
200,6547.4,0.0238
201,4422.16,0.0115
202,4732.39,0.0452
203,7960.45,0.0093
204,848.87,0.0263
205,6329.78,0.0174
